"EKATTE","Postcode","Name","Mun_code","Mun_name","Reg_code","Reg_name"
35924,8455,Каменско,BGS23,Сунгурларе,BGS,Бургас
24757,8571,Дюля,BGS18,Руен,BGS,Бургас
15597,9114,Голица,VAR13,Долни чифлик,VAR,Варна
68028,9122,Солник,VAR13,Долни чифлик,VAR,Варна
07394,9117,Бърдарево,VAR13,Долни чифлик,VAR,Варна
36213,8553,Каравельово,BGS18,Руен,BGS,Бургас
04056,8551,Билка,BGS18,Руен,BGS,Бургас
67876,8554,Соколец,BGS18,Руен,BGS,Бургас
73287,8550,Трънак,BGS18,Руен,BGS,Бургас
21614,8552,Добромир,BGS18,Руен,BGS,Бургас
69990,8555,Струя,BGS18,Руен,BGS,Бургас
39298,9875,Крайгорци,SHU10,Върбица,SHU,Шумен
62732,9830,Риш,SHU25,Смядово,SHU,Шумен
81222,9873,Чернооково,SHU10,Върбица,SHU,Шумен
10762,9828,Веселиново,SHU25,Смядово,SHU,Шумен
00789,9260,Аспарухово,VAR16,Дългопол,VAR,Варна
67307,8164,Сливарово,BGS12,Малко Търново,BGS,Бургас
46663,8162,Малко Търново,BGS12,Малко Търново,BGS,Бургас
62459,8281,Резово,BGS13,Царево,BGS,Бургас
69328,8165,Стоилово,BGS12,Малко Търново,BGS,Бургас
06687,8162,Бръшлян,BGS12,Малко Търново,BGS,Бургас
38947,8283,Кости,BGS13,Царево,BGS,Бургас
17693,8166,Граматиково,BGS12,Малко Търново,BGS,Бургас
66528,8279,Синеморец,BGS13,Царево,BGS,Бургас
03349,8345,Белеврен,BGS06,Средец,BGS,Бургас
07291,8274,Българи,BGS13,Царево,BGS,Бургас
06553,8282,Бродилово,BGS13,Царево,BGS,Бургас
38251,8275,Кондолово,BGS13,Царево,BGS,Бургас
30020,8168,Заберново,BGS12,Малко Търново,BGS,Бургас
00878,8280,Ахтопол,BGS13,Царево,BGS,Бургас
30483,8170,Звездец,BGS12,Малко Търново,BGS,Бургас
17035,8343,Горно Ябълково,BGS06,Средец,BGS,Бургас
10094,8278,Варвара,BGS13,Царево,BGS,Бургас
11051,8167,Визица,BGS12,Малко Търново,BGS,Бургас
35451,8169,Калово,BGS12,Малко Търново,BGS,Бургас
27022,8172,Евренозово,BGS12,Малко Търново,BGS,Бургас
22914,8342,Долно Ябълково,BGS06,Средец,BGS,Бургас
17779,8347,Граничар,BGS06,Средец,BGS,Бургас
29221,8320,Момина църква,BGS06,Средец,BGS,Бургас
12588,8723,Вълчи извор,JAM03,Болярово,JAM,Ямбол
32514,8273,Изгрев,BGS13,Царево,BGS,Бургас
48667,8173,Младежко,BGS12,Малко Търново,BGS,Бургас
36938,8344,Кирово,BGS06,Средец,BGS,Бургас
04412,8174,Близнак,BGS12,Малко Търново,BGS,Бургас
07627,8171,Бяла вода,BGS12,Малко Търново,BGS,Бургас
72967,8348,Тракийци,BGS06,Средец,BGS,Бургас
48619,8260,Царево,BGS13,Царево,BGS,Бургас
15881,8729,Голямо Крушево,JAM03,Болярово,JAM,Ямбол
76039,8340,Факия,BGS06,Средец,BGS,Бургас
10361,8271,Велика,BGS13,Царево,BGS,Бургас
15816,8329,Голямо Буково,BGS06,Средец,BGS,Бургас
76025,8272,Фазаново,BGS13,Царево,BGS,Бургас
44094,8277,Лозенец,BGS13,Царево,BGS,Бургас
10166,8338,Варовник,BGS06,Средец,BGS,Бургас
56513,8182,Писменово,BGS27,Приморско,BGS,Бургас
32737,8149,Индже войвода,BGS21,Созопол,BGS,Бургас
04621,8337,Богданово,BGS06,Средец,BGS,Бургас
67413,8331,Сливово,BGS06,Средец,BGS,Бургас
37023,8183,Китен,BGS27,Приморско,BGS,Бургас
17720,8333,Гранитец,BGS06,Средец,BGS,Бургас
66585,8332,Синьо камене,BGS06,Средец,BGS,Бургас
12975,8157,Вършило,BGS21,Созопол,BGS,Бургас
72059,8341,Вълчаново,BGS06,Средец,BGS,Бургас
53504,8727,Оман,JAM03,Болярово,JAM,Ямбол
58356,8180,Приморско,BGS27,Приморско,BGS,Бургас
40124,8148,Крушевец,BGS21,Созопол,BGS,Бургас
59015,8317,Пънчево,BGS06,Средец,BGS,Бургас
87655,8147,Ясна поляна,BGS27,Приморско,BGS,Бургас
52129,8152,Ново Паничарево,BGS27,Приморско,BGS,Бургас
63055,8318,Росеново,BGS06,Средец,BGS,Бургас
40419,8335,Кубадин,BGS06,Средец,BGS,Бургас
14249,8158,Габър,BGS21,Созопол,BGS,Бургас
30822,8160,Зидарово,BGS21,Созопол,BGS,Бургас
10731,8145,Веселие,BGS27,Приморско,BGS,Бургас
23604,8319,Драчево,BGS06,Средец,BGS,Бургас
17974,8300,Средец,BGS06,Средец,BGS,Бургас
32367,8153,Извор,BGS21,Созопол,BGS,Бургас
61114,8151,Равна гора,BGS21,Созопол,BGS,Бургас
58400,8161,Присад,BGS21,Созопол,BGS,Бургас
63029,8150,Росен,BGS21,Созопол,BGS,Бургас
61042,8146,Равадиново,BGS21,Созопол,BGS,Бургас
24712,8330,Дюлево,BGS06,Средец,BGS,Бургас
20273,8314,Дебелт,BGS06,Средец,BGS,Бургас
47202,8154,Маринка,BGS04,Бургас,BGS,Бургас
21141,8159,Димчево,BGS04,Бургас,BGS,Бургас
52279,8129,Константиново,BGS08,Камено,BGS,Бургас
72151,8155,Твърдица,BGS04,Бургас,BGS,Бургас
67800,8130,Созопол,BGS21,Созопол,BGS,Бургас
73388,8128,Тръстиково,BGS08,Камено,BGS,Бургас
43623,8107,Ливада,BGS08,Камено,BGS,Бургас
80916,8122,Черни връх,BGS08,Камено,BGS,Бургас
81178,8142,Черноморец,BGS21,Созопол,BGS,Бургас
57337,8123,Полски извор,BGS08,Камено,BGS,Бургас
63478,8105,Русокастро,BGS08,Камено,BGS,Бургас
06152,8111,Братово,BGS04,Бургас,BGS,Бургас
07079,8000,Бургас,BGS04,Бургас,BGS,Бургас
61145,8117,Равнец,BGS04,Бургас,BGS,Бургас
00775,8485,Аспарухово,BGS09,Карнобат,BGS,Бургас
27169,8490,Екзарх Антимово,BGS09,Карнобат,BGS,Бургас
72080,8491,Смолник,BGS09,Карнобат,BGS,Бургас
40230,8482,Крушово,BGS09,Карнобат,BGS,Бургас
73211,8108,Трояново,BGS08,Камено,BGS,Бургас
02765,8483,Детелина,BGS09,Карнобат,BGS,Бургас
23176,8489,Драганци,BGS09,Карнобат,BGS,Бургас
57491,8200,Поморие,BGS17,Поморие,BGS,Бургас
65783,8103,Свобода,BGS08,Камено,BGS,Бургас
35883,8120,Камено,BGS08,Камено,BGS,Бургас
40381,8121,Кръстина,BGS08,Камено,BGS,Бургас
12245,8109,Вратица,BGS08,Камено,BGS,Бургас
11096,8118,Винарско,BGS08,Камено,BGS,Бургас
29427,8127,Ветрен,BGS04,Бургас,BGS,Бургас
37650,8493,Козаре,BGS09,Карнобат,BGS,Бургас
40021,8487,Крумово градище,BGS09,Карнобат,BGS,Бургас
77089,8492,Хаджиите,BGS09,Карнобат,BGS,Бургас
81164,8112,Черно море,BGS04,Бургас,BGS,Бургас
07332,8110,Българово,BGS04,Бургас,BGS,Бургас
35691,8215,Каменар,BGS17,Поморие,BGS,Бургас
02573,8125,Банево,BGS04,Бургас,BGS,Бургас
63183,8112,Рудник,BGS04,Бургас,BGS,Бургас
23306,8437,Драгово,BGS09,Карнобат,BGS,Бургас
44425,8216,Лъка,BGS17,Поморие,BGS,Бургас
46440,8519,Малка поляна,BGS01,Айтос,BGS,Бургас
36381,8532,Караново,BGS01,Айтос,BGS,Бургас
48409,8119,Миролюбово,BGS04,Бургас,BGS,Бургас
81640,8529,Чукарка,BGS01,Айтос,BGS,Бургас
61056,8238,Равда,BGS15,Несебър,BGS,Бургас
36525,8400,Карнобат,BGS09,Карнобат,BGS,Бургас
00833,8217,Ахелой,BGS17,Поморие,BGS,Бургас
32425,8116,Изворище,BGS04,Бургас,BGS,Бургас
67920,8435,Соколово,BGS09,Карнобат,BGS,Бургас
35033,8210,Каблешково,BGS17,Поморие,BGS,Бургас
51500,8230,Несебър,BGS15,Несебър,BGS,Бургас
70473,8522,Съдиево,BGS01,Айтос,BGS,Бургас
06776,8113,Брястовец,BGS04,Бургас,BGS,Бургас
56438,8528,Пирне,BGS01,Айтос,BGS,Бургас
32809,8481,Искра,BGS09,Карнобат,BGS,Бургас
72299,8465,Терзийско,BGS23,Сунгурларе,BGS,Бургас
65958,8994,Седларево,SLV11,Котел,SLV,Сливен
24253,8213,Дъбник,BGS17,Поморие,BGS,Бургас
23889,8524,Дрянковец,BGS01,Айтос,BGS,Бургас
53312,8467,Огнен,BGS09,Карнобат,BGS,Бургас
23090,8114,Драганово,BGS04,Бургас,BGS,Бургас
15182,8429,Глумче,BGS09,Карнобат,BGS,Бургас
73571,8237,Тънково,BGS15,Несебър,BGS,Бургас
47651,8214,Медово,BGS17,Поморие,BGS,Бургас
00151,8500,Айтос,BGS01,Айтос,BGS,Бургас
14057,8212,Габерово,BGS17,Поморие,BGS,Бургас
00271,8211,Александрово,BGS17,Поморие,BGS,Бургас
37201,8427,Кликач,BGS09,Карнобат,BGS,Бургас
49549,8444,Мъдрино,BGS09,Карнобат,BGS,Бургас
66408,8438,Сигмен,BGS09,Карнобат,BGS,Бургас
81102,8545,Черноград,BGS01,Айтос,BGS,Бургас
57426,8544,Поляново,BGS01,Айтос,BGS,Бургас
11538,8256,Свети Влас,BGS15,Несебър,BGS,Бургас
02322,8471,Балабанчево,BGS23,Сунгурларе,BGS,Бургас
63598,8530,Ръжица,BGS18,Руен,BGS,Бургас
87093,8542,Ябълчево,BGS18,Руен,BGS,Бургас
16064,8225,Горица,BGS17,Поморие,BGS,Бургас
51055,8541,Преображенци,BGS18,Руен,BGS,Бургас
58640,8548,Просеник,BGS18,Руен,BGS,Бургас
63224,8540,Руен,BGS18,Руен,BGS,Бургас
83137,8449,Дъбовица,BGS23,Сунгурларе,BGS,Бургас
66706,8575,Скалак,BGS18,Руен,BGS,Бургас
12303,8560,Вресово,BGS18,Руен,BGS,Бургас
61666,8531,Разбойна,BGS18,Руен,BGS,Бургас
05726,8446,Босилково,BGS23,Сунгурларе,BGS,Бургас
80563,8577,Череша,BGS18,Руен,BGS,Бургас
53045,8250,Обзор,BGS15,Несебър,BGS,Бургас
80296,8534,Сини рид,BGS18,Руен,BGS,Бургас
27615,8459,Есен,BGS23,Сунгурларе,BGS,Бургас
03959,8448,Бероново,BGS23,Сунгурларе,BGS,Бургас
58431,8251,Приселци,BGS15,Несебър,BGS,Бургас
56959,8450,Подвис,BGS23,Сунгурларе,BGS,Бургас
10313,8447,Ведрово,BGS23,Сунгурларе,BGS,Бургас
15967,8535,Подгорец,BGS18,Руен,BGS,Бургас
30051,8432,Завет,BGS23,Сунгурларе,BGS,Бургас
47528,8987,Медвен,SLV11,Котел,SLV,Сливен
21333,8580,Добра поляна,BGS18,Руен,BGS,Бургас
62102,8257,Раковсково,BGS15,Несебър,BGS,Бургас
57635,9104,Попович,VAR05,Бяла,VAR,Варна
37054,8558,Китка,BGS18,Руен,BGS,Бургас
37753,8224,Козичино,BGS17,Поморие,BGS,Бургас
83154,8559,Шиварово,BGS18,Руен,BGS,Бургас
68401,8581,Средна махала,BGS18,Руен,BGS,Бургас
67767,8579,Снягово,BGS18,Руен,BGS,Бургас
63166,8536,Рудина,BGS18,Руен,BGS,Бургас
46930,8537,Припек,BGS18,Руен,BGS,Бургас
58325,8445,Прилеп,BGS23,Сунгурларе,BGS,Бургас
10327,8457,Везенково,BGS23,Сунгурларе,BGS,Бургас
65111,8463,Садово,BGS23,Сунгурларе,BGS,Бургас
72864,8582,Топчийско,BGS18,Руен,BGS,Бургас
55350,8254,Паницово,BGS15,Несебър,BGS,Бургас
76056,8458,Велислав,BGS23,Сунгурларе,BGS,Бургас
49254,8538,Мрежичко,BGS18,Руен,BGS,Бургас
24739,9108,Дюлино,VAR05,Бяла,VAR,Варна
43880,8573,Листец,BGS18,Руен,BGS,Бургас
47096,8453,Манолич,BGS23,Сунгурларе,BGS,Бургас
35955,8578,Каменяк,BGS18,Руен,BGS,Бургас
62904,8539,Рожден,BGS18,Руен,BGS,Бургас
44690,8570,Люляково,BGS18,Руен,BGS,Бургас
61563,8323,Радойново,BGS06,Средец,BGS,Бургас
31379,8313,Зорница,BGS06,Средец,BGS,Бургас
11908,8661,Войника,JAM22,Стралджа,JAM,Ямбол
62921,8630,Роза,JAM25,Тунджа,JAM,Ямбол
77150,8668,Ханово,JAM25,Тунджа,JAM,Ямбол
30956,8641,Златари,JAM25,Тунджа,JAM,Ямбол
05952,8640,Бояджик,JAM25,Тунджа,JAM,Ямбол
30168,8321,Загорци,BGS06,Средец,BGS,Бургас
80306,8678,Челник,JAM25,Тунджа,JAM,Ямбол
53480,8669,Окоп,JAM25,Тунджа,JAM,Ямбол
46348,8327,Малина,BGS06,Средец,BGS,Бургас
58003,8695,Правдино,JAM22,Стралджа,JAM,Ямбол
56873,8679,Победа,JAM25,Тунджа,JAM,Ямбол
35609,8677,Калчево,JAM25,Тунджа,JAM,Ямбол
56527,8942,Питово,SLV16,Нова Загора,SLV,Сливен
59046,8694,Първенец,JAM22,Стралджа,JAM,Ямбол
05308,8631,Болярско,JAM25,Тунджа,JAM,Ямбол
18259,8642,Гълъбинци,JAM25,Тунджа,JAM,Ямбол
53984,8325,Орлинци,BGS06,Средец,BGS,Бургас
44666,8685,Люлин,JAM22,Стралджа,JAM,Ямбол
70322,8328,Суходол,BGS06,Средец,BGS,Бургас
40484,8673,Кукорево,JAM25,Тунджа,JAM,Ямбол
37681,8674,Козарево,JAM25,Тунджа,JAM,Ямбол
04786,8687,Богорово,JAM22,Стралджа,JAM,Ямбол
29492,8475,Житосвят,BGS09,Карнобат,BGS,Бургас
51384,8684,Недялско,JAM22,Стралджа,JAM,Ямбол
68878,8675,Стара река,JAM25,Тунджа,JAM,Ямбол
73657,8699,Търнава,JAM25,Тунджа,JAM,Ямбол
21508,8477,Добриново,BGS09,Карнобат,BGS,Бургас
03229,8637,Безмер,JAM25,Тунджа,JAM,Ямбол
04039,8885,Биково,SLV20,Сливен,SLV,Сливен
80217,8628,Чарган,JAM25,Тунджа,JAM,Ямбол
70576,8479,Сърнево,BGS09,Карнобат,BGS,Бургас
05092,8872,Бозаджии,SLV20,Сливен,SLV,Сливен
29249,8106,Желязово,BGS08,Камено,BGS,Бургас
80755,8478,Черково,BGS09,Карнобат,BGS,Бургас
66812,8871,Скобелево,SLV20,Сливен,SLV,Сливен
32771,8697,Иречеково,JAM22,Стралджа,JAM,Ямбол
87374,8600,Ямбол,JAM26,Ямбол,JAM,Ямбол
48787,8627,Могила,JAM25,Тунджа,JAM,Ямбол
36779,8870,Кермен,SLV20,Сливен,SLV,Сливен
20804,8691,Джинот,JAM22,Стралджа,JAM,Ямбол
81534,8887,Чокоба,SLV20,Сливен,SLV,Сливен
65351,8484,Сан Стефано,BGS09,Карнобат,BGS,Бургас
77030,8635,Хаджидимитрово,JAM25,Тунджа,JAM,Ямбол
48708,8886,Младово,SLV20,Сливен,SLV,Сливен
55244,8698,Палаузово,JAM22,Стралджа,JAM,Ямбол
35028,8629,Кабиле,JAM25,Тунджа,JAM,Ямбол
10776,8632,Веселиново,JAM25,Тунджа,JAM,Ямбол
23501,8634,Дражево,JAM25,Тунджа,JAM,Ямбол
51634,8873,Николаево,SLV20,Сливен,SLV,Сливен
11661,8693,Воденичане,JAM22,Стралджа,JAM,Ямбол
80220,8692,Чарда,JAM22,Стралджа,JAM,Ямбол
15206,8866,Глуфишево,SLV20,Сливен,SLV,Сливен
46303,8689,Маленово,JAM22,Стралджа,JAM,Ямбол
40083,8877,Крушаре,SLV20,Сливен,SLV,Сливен
30096,8633,Завой,JAM25,Тунджа,JAM,Ямбол
55333,8867,Панаретовци,SLV20,Сливен,SLV,Сливен
37530,8874,Ковачите,SLV20,Сливен,SLV,Сливен
29129,8488,Железник,BGS09,Карнобат,BGS,Бургас
20417,8480,Деветак,BGS09,Карнобат,BGS,Бургас
30898,8690,Зимница,JAM22,Стралджа,JAM,Ямбол
65303,8865,Самуилово,SLV20,Сливен,SLV,Сливен
14800,8869,Гергевец,SLV20,Сливен,SLV,Сливен
30990,8875,Злати войвода,SLV20,Сливен,SLV,Сливен
69660,8680,Стралджа,JAM22,Стралджа,JAM,Ямбол
47980,8868,Мечкарево,SLV20,Сливен,SLV,Сливен
20448,8474,Деветинци,BGS09,Карнобат,BGS,Бургас
29194,8860,Желю войвода,SLV20,Сливен,SLV,Сливен
00816,8683,Атолово,JAM22,Стралджа,JAM,Ямбол
35660,8882,Камен,SLV20,Сливен,SLV,Сливен
78416,8472,Церковски,BGS09,Карнобат,BGS,Бургас
23337,8888,Драгоданово,SLV20,Сливен,SLV,Сливен
04337,8878,Блатец,SLV20,Сливен,SLV,Сливен
10625,8473,Венец,BGS09,Карнобат,BGS,Бургас
44118,8688,Лозенец,JAM22,Стралджа,JAM,Ямбол
73016,8889,Трапоклово,SLV20,Сливен,SLV,Сливен
81387,8858,Чинтулово,SLV20,Сливен,SLV,Сливен
16688,8883,Горно Александрово,SLV20,Сливен,SLV,Сливен
72816,8880,Тополчане,SLV20,Сливен,SLV,Сливен
46694,8857,Малко Чочовени,SLV20,Сливен,SLV,Сливен
35537,8881,Калояново,SLV20,Сливен,SLV,Сливен
15237,8879,Глушник,SLV20,Сливен,SLV,Сливен
07315,6460,Българин,HKV33,Харманли,HKV,Хасково
32487,6461,Изворово,HKV33,Харманли,HKV,Хасково
38011,6460,Коларово,HKV33,Харманли,HKV,Хасково
04724,6460,Богомил,HKV33,Харманли,HKV,Хасково
06080,6463,Браница,HKV33,Харманли,HKV,Хасково
80552,6462,Черепово,HKV33,Харманли,HKV,Хасково
53237,6468,Овчарово,HKV33,Харманли,HKV,Хасково
53895,6545,Орлов дол,HKV32,Тополовград,HKV,Хасково
47278,6490,Симеоновград,HKV29,Симеоновград,HKV,Хасково
31156,6421,Златополе,HKV09,Димитровград,HKV,Хасково
58089,4287,Православен,PDV23,Първомай,PDV,Пловдив
06547,6442,Брод,HKV09,Димитровград,HKV,Хасково
57515,6297,Помощник,SZR07,Гълъбово,SZR,Стара Загора
21052,6400,Димитровград,HKV09,Димитровград,HKV,Хасково
73821,6492,Тянево,HKV29,Симеоновград,HKV,Хасково
76087,6445,Върбица,HKV09,Димитровград,HKV,Хасково
73208,6491,Троян,HKV29,Симеоновград,HKV,Хасково
39966,6438,Крум,HKV09,Димитровград,HKV,Хасково
07675,4285,Бяла река,PDV23,Първомай,PDV,Пловдив
14951,6295,Главан,SZR07,Гълъбово,SZR,Стара Загора
87076,6440,Ябълково,HKV09,Димитровград,HKV,Хасково
22561,6422,Долно Белево,HKV09,Димитровград,HKV,Хасково
23964,6493,Дряново,HKV29,Симеоновград,HKV,Хасково
68669,6433,Сталево,HKV09,Димитровград,HKV,Хасково
35599,6495,Калугерово,HKV29,Симеоновград,HKV,Хасково
61368,6427,Радиево,HKV09,Димитровград,HKV,Хасково
65317,6051,Самуилово,SZR31,Стара Загора,SZR,Стара Загора
80793,6258,Черна гора,SZR04,Братя Даскалови,SZR,Стара Загора
37678,6070,Козаревец,SZR31,Стара Загора,SZR,Стара Загора
38340,6267,Константиновец,SZR27,Раднево,SZR,Стара Загора
39222,6075,Кравино,SZR23,Опан,SZR,Стара Загора
65810,6230,Свобода,SZR36,Чирпан,SZR,Стара Загора
62712,6274,Рисиманово,SZR27,Раднево,SZR,Стара Загора
37507,6264,Ковачево,SZR27,Раднево,SZR,Стара Загора
03407,6262,Бели бряг,SZR27,Раднево,SZR,Стара Загора
11675,6051,Воденичарово,SZR31,Стара Загора,SZR,Стара Загора
65838,6278,Свободен,SZR27,Раднево,SZR,Стара Загора
55484,6218,Партизанин,SZR04,Братя Даскалови,SZR,Стара Загора
63344,6251,Рупките,SZR36,Чирпан,SZR,Стара Загора
68312,6066,Средец,SZR23,Опан,SZR,Стара Загора
59166,6075,Пъстрен,SZR23,Опан,SZR,Стара Загора
07288,6274,Българене,SZR27,Раднево,SZR,Стара Загора
48502,6051,Михайлово,SZR31,Стара Загора,SZR,Стара Загора
05637,6070,Борово,SZR31,Стара Загора,SZR,Стара Загора
43921,6070,Ловец,SZR31,Стара Загора,SZR,Стара Загора
15062,6263,Гледачево,SZR27,Раднево,SZR,Стара Загора
68182,6249,Спасово,SZR36,Чирпан,SZR,Стара Загора
72477,6279,Тихомирово,SZR27,Раднево,SZR,Стара Загора
46658,6228,Малко Тръново,SZR36,Чирпан,SZR,Стара Загора
16691,6219,Горно Белево,SZR04,Братя Даскалови,SZR,Стара Загора
31293,6272,Знаменосец,SZR27,Раднево,SZR,Стара Загора
61340,8959,Радецки,SLV16,Нова Загора,SLV,Сливен
87713,6056,Ястребово,SZR23,Опан,SZR,Стара Загора
87254,6229,Яздач,SZR36,Чирпан,SZR,Стара Загора
73314,6266,Трънково,SZR27,Раднево,SZR,Стара Загора
56188,6058,Петрово,SZR31,Стара Загора,SZR,Стара Загора
69794,6058,Стрелец,SZR31,Стара Загора,SZR,Стара Загора
37455,6272,Ковач,SZR27,Раднево,SZR,Стара Загора
61460,6260,Раднево,SZR27,Раднево,SZR,Стара Загора
52146,8958,Новоселец,SLV16,Нова Загора,SLV,Сливен
07778,8961,Бял кладенец,SLV16,Нова Загора,SLV,Сливен
72824,6277,Тополяне,SZR27,Раднево,SZR,Стара Загора
32456,6242,Изворово,SZR36,Чирпан,SZR,Стара Загора
11082,6238,Винарово,SZR36,Чирпан,SZR,Стара Загора
06183,6250,Братя Даскалови,SZR04,Братя Даскалови,SZR,Стара Загора
56068,8953,Пет могили,SLV16,Нова Загора,SLV,Сливен
00655,6069,Арнаутито,SZR31,Стара Загора,SZR,Стара Загора
35515,6070,Калояновец,SZR31,Стара Загора,SZR,Стара Загора
68463,6241,Средно градище,SZR36,Чирпан,SZR,Стара Загора
07199,6058,Бъдеще,SZR31,Стара Загора,SZR,Стара Загора
30795,6266,Землен,SZR27,Раднево,SZR,Стара Загора
55289,6058,Памукчии,SZR31,Стара Загора,SZR,Стара Загора
21209,6268,Диня,SZR27,Раднево,SZR,Стара Загора
87182,6240,Яворово,SZR36,Чирпан,SZR,Стара Загора
61995,6067,Ракитница,SZR31,Стара Загора,SZR,Стара Загора
38008,6271,Коларово,SZR27,Раднево,SZR,Стара Загора
17960,6269,Боздуганово,SZR27,Раднево,SZR,Стара Загора
70514,8430,Съединение,BGS23,Сунгурларе,BGS,Бургас
24699,8561,Дъскотна,BGS18,Руен,BGS,Бургас
37825,8255,Козница,BGS15,Несебър,BGS,Бургас
58857,8456,Пчелин,BGS23,Сунгурларе,BGS,Бургас
62548,8567,Речица,BGS18,Руен,BGS,Бургас
36004,8434,Камчия,BGS23,Сунгурларе,BGS,Бургас
07598,9101,Бяла,VAR05,Бяла,VAR,Варна
63375,8574,Рупча,BGS18,Руен,BGS,Бургас
56647,8565,Планиница,BGS18,Руен,BGS,Бургас
11363,8562,Вишна,BGS18,Руен,BGS,Бургас
17909,8464,Грозден,BGS23,Сунгурларе,BGS,Бургас
27454,8252,Емона,BGS15,Несебър,BGS,Бургас
27440,8219,Белодол,BGS17,Поморие,BGS,Бургас
44149,8466,Лозица,BGS23,Сунгурларе,BGS,Бургас
58966,8992,Пъдарево,SLV11,Котел,SLV,Сливен
12591,8443,Вълчин,BGS23,Сунгурларе,BGS,Бургас
44817,8518,Лясково,BGS01,Айтос,BGS,Бургас
51202,8431,Невестино,BGS09,Карнобат,BGS,Бургас
30853,8428,Зимен,BGS09,Карнобат,BGS,Бургас
49477,8523,Мъглен,BGS01,Айтос,BGS,Бургас
36227,8543,Карагеоргиево,BGS01,Айтос,BGS,Бургас
72727,8549,Тополица,BGS01,Айтос,BGS,Бургас
17049,8469,Горово,BGS23,Сунгурларе,BGS,Бургас
00045,8994,Мокрен,SLV11,Котел,SLV,Сливен
02810,8218,Бата,BGS17,Поморие,BGS,Бургас
56321,8525,Пещерско,BGS01,Айтос,BGS,Бургас
80813,8527,Черна могила,BGS01,Айтос,BGS,Бургас
57790,8221,Порой,BGS17,Поморие,BGS,Бургас
81582,8461,Чубра,BGS23,Сунгурларе,BGS,Бургас
53822,8248,Оризаре,BGS15,Несебър,BGS,Бургас
38769,8223,Косовец,BGS17,Поморие,BGS,Бургас
39164,8253,Кошарица,BGS15,Несебър,BGS,Бургас
30805,8517,Зетьово,BGS01,Айтос,BGS,Бургас
70247,8470,Сунгурларе,BGS23,Сунгурларе,BGS,Бургас
67115,8460,Славянци,BGS23,Сунгурларе,BGS,Бургас
62013,8547,Раклиново,BGS01,Айтос,BGS,Бургас
18469,8249,Гюльовца,BGS15,Несебър,BGS,Бургас
44029,8440,Лозарево,BGS23,Сунгурларе,BGS,Бургас
81006,8468,Черница,BGS23,Сунгурларе,BGS,Бургас
66682,8462,Скала,BGS23,Сунгурларе,BGS,Бургас
18229,8220,Гълъбец,BGS17,Поморие,BGS,Бургас
62027,8439,Раклица,BGS09,Карнобат,BGS,Бургас
69746,8222,Страцин,BGS17,Поморие,BGS,Бургас
37215,8442,Климаш,BGS23,Сунгурларе,BGS,Бургас
30243,8557,Зайчар,BGS18,Руен,BGS,Бургас
02703,8239,Баня,BGS15,Несебър,BGS,Бургас
38889,8441,Костен,BGS23,Сунгурларе,BGS,Бургас
63015,8140,Атия,BGS21,Созопол,BGS,Бургас
56664,6560,Планиново,HKV32,Тополовград,HKV,Хасково
39001,6533,Костур,HKV28,Свиленград,HKV,Хасково
23741,6477,Дрипчево,HKV33,Харманли,HKV,Хасково
15730,8757,Голям Дервент,JAM07,Елхово,JAM,Ямбол
43459,8754,Лесово,JAM07,Елхово,JAM,Ямбол
39356,8752,Крайново,JAM03,Болярово,JAM,Ямбол
12530,8748,Вълча поляна,JAM07,Елхово,JAM,Ямбол
75191,6563,Устрем,HKV32,Тополовград,HKV,Хасково
07346,6569,Българска поляна,HKV32,Тополовград,HKV,Хасково
46615,8756,Малко Кирилово,JAM07,Елхово,JAM,Ямбол
32264,8745,Иглика,JAM03,Болярово,JAM,Ямбол
47768,8755,Мелница,JAM07,Елхово,JAM,Ямбол
65156,6568,Сакарци,HKV32,Тополовград,HKV,Хасково
49219,6562,Мрамор,HKV32,Тополовград,HKV,Хасково
68583,6565,Срем,HKV32,Тополовград,HKV,Хасково
83051,8753,Шарково,JAM03,Болярово,JAM,Ямбол
77325,6568,Хлябово,HKV32,Тополовград,HKV,Хасково
66679,8744,Ситово,JAM03,Болярово,JAM,Ямбол
69674,8758,Странджа,JAM03,Болярово,JAM,Ямбол
53802,6561,Орешник,HKV32,Тополовград,HKV,Хасково
24013,6562,Капитан Петко войвода,HKV32,Тополовград,HKV,Хасково
11658,8750,Воден,JAM03,Болярово,JAM,Ямбол
43116,8749,Лалково,JAM07,Елхово,JAM,Ямбол
61738,8747,Раздел,JAM07,Елхово,JAM,Ямбол
72761,6560,Тополовград,HKV32,Тополовград,HKV,Хасково
17748,8740,Гранитово,JAM07,Елхово,JAM,Ямбол
46704,8751,Малко Шарково,JAM03,Болярово,JAM,Ямбол
81121,8739,Чернозем,JAM07,Елхово,JAM,Ямбол
37407,6566,Княжево,HKV32,Тополовград,HKV,Хасково
17097,8721,Горска поляна,JAM03,Болярово,JAM,Ямбол
46958,8743,Мамарчево,JAM03,Болярово,JAM,Ямбол
66980,8738,Славейково,JAM07,Елхово,JAM,Ямбол
66487,6567,Синапово,HKV32,Тополовград,HKV,Хасково
46797,8737,Маломирово,JAM07,Елхово,JAM,Ямбол
81654,6560,Чукарово,HKV32,Тополовград,HKV,Хасково
21659,6560,Доброселец,HKV32,Тополовград,HKV,Хасково
05284,8720,Болярово,JAM03,Болярово,JAM,Ямбол
